Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,GEO_Accession (exp),tissue,Cell_type
SRR7961330,RNA-Seq,49,1558263838,PRJNA494560,SAMN10172455,616547886,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794981,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415889,Stomach,SRP163252,GSM3415889,Stomach,
SRR7961331,RNA-Seq,49,2331492515,PRJNA494560,SAMN10172454,889682242,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794982,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415890,Pancreas,SRP163252,GSM3415890,Pancreas,
SRR7961332,RNA-Seq,49,2308462147,PRJNA494560,SAMN10172453,913689038,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794983,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415891,Tonsil,SRP163252,GSM3415891,Tonsil,
SRR7961333,RNA-Seq,49,1586129522,PRJNA494560,SAMN10172452,617069346,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794984,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415892,Skin,SRP163252,GSM3415892,Skin,
SRR7961334,RNA-Seq,49,1811983812,PRJNA494560,SAMN10172451,711478092,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794985,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415893,Small intestine,SRP163252,GSM3415893,Small intestine,
SRR7961335,RNA-Seq,49,2098609648,PRJNA494560,SAMN10172450,827666228,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794986,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415894,Adrenal gland,SRP163252,GSM3415894,Adrenal gland,
SRR7961336,RNA-Seq,49,2063474038,PRJNA494560,SAMN10172449,818740181,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794987,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415895,Prostate,SRP163252,GSM3415895,Prostate,
SRR7961337,RNA-Seq,49,1879911856,PRJNA494560,SAMN10172448,727619045,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794988,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415896,Whole blood nuclear cells,SRP163252,GSM3415896,,Whole blood nuclear cells
SRR7961338,RNA-Seq,49,1632708438,PRJNA494560,SAMN10172500,629596625,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794989,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415897,Whole blood nuclear cells,SRP163252,GSM3415897,,Whole blood nuclear cells
SRR7961339,RNA-Seq,49,1745531780,PRJNA494560,SAMN10172499,675784280,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794990,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415898,Whole blood nuclear cells,SRP163252,GSM3415898,,Whole blood nuclear cells
SRR7961340,RNA-Seq,49,2299381154,PRJNA494560,SAMN10172498,884386217,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794991,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415899,Whole blood nuclear cells,SRP163252,GSM3415899,,Whole blood nuclear cells
SRR7961341,RNA-Seq,49,1741891191,PRJNA494560,SAMN10172497,667357435,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794992,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415900,Whole blood nuclear cells,SRP163252,GSM3415900,,Whole blood nuclear cells
SRR7961342,RNA-Seq,49,2378537392,PRJNA494560,SAMN10172496,939911124,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794993,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415901,Whole blood nuclear cells,SRP163252,GSM3415901,,Whole blood nuclear cells
SRR7961343,RNA-Seq,49,1718684456,PRJNA494560,SAMN10172495,681284096,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794994,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415902,CD138+ enriched bone marrow cells,SRP163252,GSM3415902,,CD138+ enriched bone marrow cells
SRR7961344,RNA-Seq,49,1937266788,PRJNA494560,SAMN10172494,759163649,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794995,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415903,CD138+ enriched bone marrow cells,SRP163252,GSM3415903,,CD138+ enriched bone marrow cells
SRR7961345,RNA-Seq,49,1990030502,PRJNA494560,SAMN10172502,760959886,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794996,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415904,CD138+ enriched bone marrow cells,SRP163252,GSM3415904,,CD138+ enriched bone marrow cells
SRR7961346,RNA-Seq,49,2044261189,PRJNA494560,SAMN10172501,772777397,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794997,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415905,CD138+ enriched bone marrow cells,SRP163252,GSM3415905,,CD138+ enriched bone marrow cells
SRR7961347,RNA-Seq,49,1713237278,PRJNA494560,SAMN10172550,667775806,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794998,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415906,CD138+ enriched bone marrow cells,SRP163252,GSM3415906,,CD138+ enriched bone marrow cells
SRR7961348,RNA-Seq,49,1706494559,PRJNA494560,SAMN10172549,660382778,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794999,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415907,CD138+ enriched bone marrow cells,SRP163252,GSM3415907,,CD138+ enriched bone marrow cells
SRR7961349,RNA-Seq,49,2177981889,PRJNA494560,SAMN10172548,857311361,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4795000,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415908,CD138+ enriched bone marrow cells,SRP163252,GSM3415908,,CD138+ enriched bone marrow cells
SRR7961350,RNA-Seq,49,1582744866,PRJNA494560,SAMN10172547,622019388,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4795001,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415909,CD138+ enriched bone marrow cells,SRP163252,GSM3415909,,CD138+ enriched bone marrow cells
SRR7961351,RNA-Seq,47,1253741830,PRJNA494560,SAMN10172546,469038848,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4795002,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415910,CD138+ enriched bone marrow cells,SRP163252,GSM3415910,,CD138+ enriched bone marrow cells
SRR7961352,RNA-Seq,49,1643087153,PRJNA494560,SAMN10172545,646376032,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4795003,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415911,CD138+ enriched bone marrow cells,SRP163252,GSM3415911,,CD138+ enriched bone marrow cells
SRR7961353,RNA-Seq,49,1600630339,PRJNA494560,SAMN10172544,621617057,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4795004,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415912,CD138+ enriched bone marrow cells,SRP163252,GSM3415912,,CD138+ enriched bone marrow cells
SRR7961354,RNA-Seq,49,2013859901,PRJNA494560,SAMN10172543,794628050,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4795005,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415913,Esophagus,SRP163252,GSM3415913,Esophagus,
SRR7961355,RNA-Seq,49,1978394877,PRJNA494560,SAMN10172542,781310238,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4795006,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415914,Esophagus,SRP163252,GSM3415914,Esophagus,
SRR7961356,RNA-Seq,49,1650456970,PRJNA494560,SAMN10172541,652169260,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4795007,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415915,Esophagus,SRP163252,GSM3415915,Esophagus,
SRR7961357,RNA-Seq,49,1222758954,PRJNA494560,SAMN10172540,491351577,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4795008,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415916,Liver,SRP163252,GSM3415916,Liver,
SRR7961358,RNA-Seq,49,1447097167,PRJNA494560,SAMN10172539,582095822,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4795009,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415917,Liver,SRP163252,GSM3415917,Liver,
SRR7961359,RNA-Seq,49,1397144741,PRJNA494560,SAMN10172538,565985688,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4795010,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415918,Liver,SRP163252,GSM3415918,Liver,
